id,description,DEF,predicted_label,reply,prompt
1012242835480806,charakterloses gesindel was dort die macht übernommen hat,True,True,True,"[{""role"": ""system"", ""content"": ""You are a legal expert for defamatory offenses according the the German Criminal Code (Â§Â§185-187 StGB). Help the user decide whether given posts fall within in the scope of these articles.""}, {""role"": ""user"", ""content"": ""Is the following post criminally relevant with respect to Â§Â§185-187 StGB (Defamatory Offense)? Answer only with 'True' (criminally relevant according to Â§Â§185-187 StGB) or 'False' (not criminally relevant according to Â§Â§185-187 StGB).""}, {""role"": ""user"", ""content"": ""charakterloses gesindel was dort die macht übernommen hat""}]"
977026749002415,"Die USA bzw die NWO finanziert ja durch ihre verbündeten wie Saudi-Arabien die Terroristen damit erst ein Flüchtlingssturm nach Europa zieht und anschließend soziale Unruhen (Bürgerkrieg)ausbricht......die Amis sorgen sogar im eigenen Land dafür das dort bald ebenfalls Unruhen kommen und die Fema die KZ ähnliche Lager (wen nicht noch schlimmer)betreibt selektiert seit Juni diesen Jahres sogar schon die Bürger wer direkt stirbt,wer ins Lager kommt und wer treu ergeben ist. Anschließend wird ein weltweiter Krieg ausbrechen durch Kämpfe zwischen Iran vs Israel oder Saudi-Arabien ausgelöst.....das ziel der NWO ist danach erreicht:große Teile der Weltbevölkerung ausgelöscht und den Rest komplett unter Kontrolle und als Zwangsarbeiter eingesetzt,natürlich alle mit mikrochips der Fema ""ausgestattet"" was in USA und Afrika teilweise seit 2013 schon der Fall ist! Mal schauen wie lang es dauert bis der Kommentar gesperrt wurde.....",False,False,False,"[{""role"": ""system"", ""content"": ""You are a legal expert for defamatory offenses according the the German Criminal Code (Â§Â§185-187 StGB). Help the user decide whether given posts fall within in the scope of these articles.""}, {""role"": ""user"", ""content"": ""Is the following post criminally relevant with respect to Â§Â§185-187 StGB (Defamatory Offense)? Answer only with 'True' (criminally relevant according to Â§Â§185-187 StGB) or 'False' (not criminally relevant according to Â§Â§185-187 StGB).""}, {""role"": ""user"", ""content"": ""Die USA bzw die NWO finanziert ja durch ihre verbündeten wie Saudi-Arabien die Terroristen damit erst ein Flüchtlingssturm nach Europa zieht und anschließend soziale Unruhen (Bürgerkrieg)ausbricht......die Amis sorgen sogar im eigenen Land dafür das dort bald ebenfalls Unruhen kommen und die Fema die KZ ähnliche Lager (wen nicht noch schlimmer)betreibt selektiert seit Juni diesen Jahres sogar schon die Bürger wer direkt stirbt,wer ins Lager kommt und wer treu ergeben ist. Anschließend wird ein weltweiter Krieg ausbrechen durch Kämpfe zwischen Iran vs Israel oder Saudi-Arabien ausgelöst.....das ziel der NWO ist danach erreicht:große Teile der Weltbevölkerung ausgelöscht und den Rest komplett unter Kontrolle und als Zwangsarbeiter eingesetzt,natürlich alle mit mikrochips der Fema \""ausgestattet\"" was in USA und Afrika teilweise seit 2013 schon der Fall ist! Mal schauen wie lang es dauert bis der Kommentar gesperrt wurde.....""}]"
856768134361611,Dresdener Bürger gehen hier für mehr Demokratie auf die Straße. Dresden ist doch jetzt schon zur heimlichen Hauptstadt der Demokratie in Deutschland geworden. Berlin = Multikulti und Verarschung des Deutschen Volkes.,False,False,False,"[{""role"": ""system"", ""content"": ""You are a legal expert for defamatory offenses according the the German Criminal Code (Â§Â§185-187 StGB). Help the user decide whether given posts fall within in the scope of these articles.""}, {""role"": ""user"", ""content"": ""Is the following post criminally relevant with respect to Â§Â§185-187 StGB (Defamatory Offense)? Answer only with 'True' (criminally relevant according to Â§Â§185-187 StGB) or 'False' (not criminally relevant according to Â§Â§185-187 StGB).""}, {""role"": ""user"", ""content"": ""Dresdener Bürger gehen hier für mehr Demokratie auf die Straße. Dresden ist doch jetzt schon zur heimlichen Hauptstadt der Demokratie in Deutschland geworden. Berlin = Multikulti und Verarschung des Deutschen Volkes.""}]"
1073,"@KokoLores20 Frage mich schon seit Jahren, wieviel Stoff jemand intus haben muß, um solche deutschfeindlichen Idioten zu wählen?!",False,True,True,"[{""role"": ""system"", ""content"": ""You are a legal expert for defamatory offenses according the the German Criminal Code (Â§Â§185-187 StGB). Help the user decide whether given posts fall within in the scope of these articles.""}, {""role"": ""user"", ""content"": ""Is the following post criminally relevant with respect to Â§Â§185-187 StGB (Defamatory Offense)? Answer only with 'True' (criminally relevant according to Â§Â§185-187 StGB) or 'False' (not criminally relevant according to Â§Â§185-187 StGB).""}, {""role"": ""user"", ""content"": ""@KokoLores20 Frage mich schon seit Jahren, wieviel Stoff jemand intus haben muß, um solche deutschfeindlichen Idioten zu wählen?!""}]"
982739818431108,"Wir haben uns die Pest ins Land geholt ! Wir wurden auf linke Art,ohne Krieg,besetzt ! Alles nur hirnlose Idioten,die das zu verantworten haben !",False,True,True,"[{""role"": ""system"", ""content"": ""You are a legal expert for defamatory offenses according the the German Criminal Code (Â§Â§185-187 StGB). Help the user decide whether given posts fall within in the scope of these articles.""}, {""role"": ""user"", ""content"": ""Is the following post criminally relevant with respect to Â§Â§185-187 StGB (Defamatory Offense)? Answer only with 'True' (criminally relevant according to Â§Â§185-187 StGB) or 'False' (not criminally relevant according to Â§Â§185-187 StGB).""}, {""role"": ""user"", ""content"": ""Wir haben uns die Pest ins Land geholt ! Wir wurden auf linke Art,ohne Krieg,besetzt ! Alles nur hirnlose Idioten,die das zu verantworten haben !""}]"
1015,"@BVBorussia_ @rponline Was hat diese saublöde Frage mit meiner ""Fußballerfrage"" zu tun? 80% der Fußballvereine, bestehen nur aus Legionäre! Das ist trauriger Fakt!",False,True,True,"[{""role"": ""system"", ""content"": ""You are a legal expert for defamatory offenses according the the German Criminal Code (Â§Â§185-187 StGB). Help the user decide whether given posts fall within in the scope of these articles.""}, {""role"": ""user"", ""content"": ""Is the following post criminally relevant with respect to Â§Â§185-187 StGB (Defamatory Offense)? Answer only with 'True' (criminally relevant according to Â§Â§185-187 StGB) or 'False' (not criminally relevant according to Â§Â§185-187 StGB).""}, {""role"": ""user"", ""content"": ""@BVBorussia_ @rponline Was hat diese saublöde Frage mit meiner \""Fußballerfrage\"" zu tun? 80% der Fußballvereine, bestehen nur aus Legionäre! Das ist trauriger Fakt!""}]"
994054977299592,"Sandro Rodriguez, vor dieser Bezeichnung muss aber unbedingt stehen: ""Islamische Republik Asylistan"". Und dann wird die größte Mosche in Europa gebaut mit dem Namen: ""Fatma Merkel und Gaukler Mosche"". Natürlich müssen beide vorher beschnitten werden.",False,True,True,"[{""role"": ""system"", ""content"": ""You are a legal expert for defamatory offenses according the the German Criminal Code (Â§Â§185-187 StGB). Help the user decide whether given posts fall within in the scope of these articles.""}, {""role"": ""user"", ""content"": ""Is the following post criminally relevant with respect to Â§Â§185-187 StGB (Defamatory Offense)? Answer only with 'True' (criminally relevant according to Â§Â§185-187 StGB) or 'False' (not criminally relevant according to Â§Â§185-187 StGB).""}, {""role"": ""user"", ""content"": ""Sandro Rodriguez, vor dieser Bezeichnung muss aber unbedingt stehen: \""Islamische Republik Asylistan\"". Und dann wird die größte Mosche in Europa gebaut mit dem Namen: \""Fatma Merkel und Gaukler Mosche\"". Natürlich müssen beide vorher beschnitten werden.""}]"
1391786441303265280,@hamadsportlich @Laza069 @delilabaatzen @niddalas2021 Du fetter Hurensohn hahahahahahahahah du machst fake leak aber beim echten einfach fetter Hurensohn kanake der stinkende Eier hat,True,True,True,"[{""role"": ""system"", ""content"": ""You are a legal expert for defamatory offenses according the the German Criminal Code (Â§Â§185-187 StGB). Help the user decide whether given posts fall within in the scope of these articles.""}, {""role"": ""user"", ""content"": ""Is the following post criminally relevant with respect to Â§Â§185-187 StGB (Defamatory Offense)? Answer only with 'True' (criminally relevant according to Â§Â§185-187 StGB) or 'False' (not criminally relevant according to Â§Â§185-187 StGB).""}, {""role"": ""user"", ""content"": ""@hamadsportlich @Laza069 @delilabaatzen @niddalas2021 Du fetter Hurensohn hahahahahahahahah du machst fake leak aber beim echten einfach fetter Hurensohn kanake der stinkende Eier hat""}]"
1134089513296137,"Murks Merkel, ich war knapp 20 Jahre als Außendienstingenieur im Einsatz, in Europa, aber auch in Afrika (Nigeria, Uganda, Tanzania, Cote d´ivoire, Kamerun ...), in Nahost (Iran, Saudi, Kuwait, Doha, UAE, Jordanien), ich bezweifle ernsthaft, daß sie dumme Frau jemals so viele nichtdeutsche Menschen kennengelernt und mit ihnen gesprochen haben. Erzählen Sie mir also keinen Scheiß und hauen Sie endlich ab! Sie haben weiß Gott genug Schaden angerichtet!!!",False,True,True,"[{""role"": ""system"", ""content"": ""You are a legal expert for defamatory offenses according the the German Criminal Code (Â§Â§185-187 StGB). Help the user decide whether given posts fall within in the scope of these articles.""}, {""role"": ""user"", ""content"": ""Is the following post criminally relevant with respect to Â§Â§185-187 StGB (Defamatory Offense)? Answer only with 'True' (criminally relevant according to Â§Â§185-187 StGB) or 'False' (not criminally relevant according to Â§Â§185-187 StGB).""}, {""role"": ""user"", ""content"": ""Murks Merkel, ich war knapp 20 Jahre als Außendienstingenieur im Einsatz, in Europa, aber auch in Afrika (Nigeria, Uganda, Tanzania, Cote d´ivoire, Kamerun ...), in Nahost (Iran, Saudi, Kuwait, Doha, UAE, Jordanien), ich bezweifle ernsthaft, daß sie dumme Frau jemals so viele nichtdeutsche Menschen kennengelernt und mit ihnen gesprochen haben. Erzählen Sie mir also keinen Scheiß und hauen Sie endlich ab! Sie haben weiß Gott genug Schaden angerichtet!!!""}]"
952178954820528,Mathias Schü ... Dir schreibt man in diesem Zusammenhang groß Du überhebliches ...  Und wenn ich mir das Profil von dem Rotzlöffel ansehe ... Denk ich mir meinen Teil,True,True,True,"[{""role"": ""system"", ""content"": ""You are a legal expert for defamatory offenses according the the German Criminal Code (Â§Â§185-187 StGB). Help the user decide whether given posts fall within in the scope of these articles.""}, {""role"": ""user"", ""content"": ""Is the following post criminally relevant with respect to Â§Â§185-187 StGB (Defamatory Offense)? Answer only with 'True' (criminally relevant according to Â§Â§185-187 StGB) or 'False' (not criminally relevant according to Â§Â§185-187 StGB).""}, {""role"": ""user"", ""content"": ""Mathias Schü ... Dir schreibt man in diesem Zusammenhang groß Du überhebliches ...  Und wenn ich mir das Profil von dem Rotzlöffel ansehe ... Denk ich mir meinen Teil""}]"
